synset,pictogram_id,primary_keyword,image_url
02166241-a,10198,blind,https://api.arasaac.org/api/pictograms/10198
07960684-n,10198,blind,https://api.arasaac.org/api/pictograms/10198
01378757-s,10202,famous,https://api.arasaac.org/api/pictograms/10202
01378757-s,10203,famous,https://api.arasaac.org/api/pictograms/10203
02328781-a,10204,strong,https://api.arasaac.org/api/pictograms/10204
02329581-s,10204,strong,https://api.arasaac.org/api/pictograms/10204
00831875-a,10204,strong,https://api.arasaac.org/api/pictograms/10204
00989218-a,10205,fat,https://api.arasaac.org/api/pictograms/10205
00990368-s,10205,fat,https://api.arasaac.org/api/pictograms/10205
00989957-s,10205,fat,https://api.arasaac.org/api/pictograms/10205
09791452-n,10206,young,https://api.arasaac.org/api/pictograms/10206
01651383-a,10206,young,https://api.arasaac.org/api/pictograms/10206
01948551-v,10189,travel,https://api.arasaac.org/api/pictograms/10189
01851524-v,10189,travel,https://api.arasaac.org/api/pictograms/10189
01849662-v,10189,travel,https://api.arasaac.org/api/pictograms/10189
01845021-v,10189,travel,https://api.arasaac.org/api/pictograms/10189
02030204-a,10209,poor,https://api.arasaac.org/api/pictograms/10209
07964900-n,10209,poor,https://api.arasaac.org/api/pictograms/10209
10201821-n,10209,poor,https://api.arasaac.org/api/pictograms/10209
09866418-n,10209,poor,https://api.arasaac.org/api/pictograms/10209
01014459-a,10210,first,https://api.arasaac.org/api/pictograms/10210
02209716-s,10210,first,https://api.arasaac.org/api/pictograms/10210
02029118-a,10211,rich,https://api.arasaac.org/api/pictograms/10211
02029380-s,10211,rich,https://api.arasaac.org/api/pictograms/10211
02258643-a,10191,accompanied,https://api.arasaac.org/api/pictograms/10191
01151786-a,10192,happy,https://api.arasaac.org/api/pictograms/10192
00363547-a,10192,happy,https://api.arasaac.org/api/pictograms/10192
02393670-a,10193,taller,https://api.arasaac.org/api/pictograms/10193
01398335-a,10193,taller,https://api.arasaac.org/api/pictograms/10193
01129296-a,10207,bad,https://api.arasaac.org/api/pictograms/10207
02523798-a,10207,bad,https://api.arasaac.org/api/pictograms/10207
00080947-s,10208,frightened,https://api.arasaac.org/api/pictograms/10208
00080219-s,10208,frightened,https://api.arasaac.org/api/pictograms/10208
01944262-v,10188,travel,https://api.arasaac.org/api/pictograms/10188
01846997-v,10188,travel,https://api.arasaac.org/api/pictograms/10188
01849662-v,10188,travel,https://api.arasaac.org/api/pictograms/10188
01845021-v,10188,travel,https://api.arasaac.org/api/pictograms/10188
00685207-a,10215,deaf,https://api.arasaac.org/api/pictograms/10215
01016876-a,10216,last,https://api.arasaac.org/api/pictograms/10216
00231668-s,10216,last,https://api.arasaac.org/api/pictograms/10216
13021651-n,10220,mushroom,https://api.arasaac.org/api/pictograms/10220
07750720-n,10220,mushroom,https://api.arasaac.org/api/pictograms/10220
07597172-n,10221,canape,https://api.arasaac.org/api/pictograms/10221
07596911-n,10221,canape,https://api.arasaac.org/api/pictograms/10221
07815555-n,10222,caviar,https://api.arasaac.org/api/pictograms/10222
07902824-n,10223,beer,https://api.arasaac.org/api/pictograms/10223
02258956-s,10213,alone,https://api.arasaac.org/api/pictograms/10213
07788911-n,10224,coconut,https://api.arasaac.org/api/pictograms/10224
07789214-n,10224,coconut,https://api.arasaac.org/api/pictograms/10224
07691372-n,10225,sausages,https://api.arasaac.org/api/pictograms/10225
07694173-n,10225,sausages,https://api.arasaac.org/api/pictograms/10225
07883397-n,10226,fondue,https://api.arasaac.org/api/pictograms/10226
07860018-n,10228,biscuits and milk,https://api.arasaac.org/api/pictograms/10228
07650764-n,10228,biscuits and milk,https://api.arasaac.org/api/pictograms/10228
07712845-n,10227,hamburger and chips,https://api.arasaac.org/api/pictograms/10227
07728304-n,10227,hamburger and chips,https://api.arasaac.org/api/pictograms/10227
07575758-n,10227,hamburger and chips,https://api.arasaac.org/api/pictograms/10227
07766980-n,10229,peach in syrup,https://api.arasaac.org/api/pictograms/10229
02950393-n,10229,peach in syrup,https://api.arasaac.org/api/pictograms/10229
00685207-a,10214,deaf,https://api.arasaac.org/api/pictograms/10214
07699531-n,10232,loaf of bread,https://api.arasaac.org/api/pictograms/10232
07933210-n,10233,sangria,https://api.arasaac.org/api/pictograms/10233
07647646-n,10234,sponge cake,https://api.arasaac.org/api/pictograms/10234
07696677-n,10231,bread roll,https://api.arasaac.org/api/pictograms/10231
07765558-n,10235,half a lemon,https://api.arasaac.org/api/pictograms/10235
13758939-n,10235,half a lemon,https://api.arasaac.org/api/pictograms/10235
03938441-n,10235,half a lemon,https://api.arasaac.org/api/pictograms/10235
01591274-s,10212,pleasant,https://api.arasaac.org/api/pictograms/10212
01590750-a,10212,pleasant,https://api.arasaac.org/api/pictograms/10212
07695101-n,10230,bread,https://api.arasaac.org/api/pictograms/10230
07699531-n,10230,bread,https://api.arasaac.org/api/pictograms/10230
07592003-n,10236,picnic,https://api.arasaac.org/api/pictograms/10236
15163651-n,10236,picnic,https://api.arasaac.org/api/pictograms/10236
02974815-n,10237,tetabrik,https://api.arasaac.org/api/pictograms/10237
00295445-s,10217,lazy,https://api.arasaac.org/api/pictograms/10217
00295445-s,10217,lazy,https://api.arasaac.org/api/pictograms/10217
07769568-n,10218,banana,https://api.arasaac.org/api/pictograms/10218
07896943-n,10219,burrito,https://api.arasaac.org/api/pictograms/10219
02405655-n,10238,ox,https://api.arasaac.org/api/pictograms/10238
08011895-n,10242,school,https://api.arasaac.org/api/pictograms/10242
08011720-n,10246,herd,https://api.arasaac.org/api/pictograms/10246
09241222-n,10247,honeycomb,https://api.arasaac.org/api/pictograms/10247
08201253-n,10248,drove,https://api.arasaac.org/api/pictograms/10248
01666042-n,10241,turtle,https://api.arasaac.org/api/pictograms/10241
01666423-n,10241,turtle,https://api.arasaac.org/api/pictograms/10241
08010773-n,10249,herd,https://api.arasaac.org/api/pictograms/10249
00004475-n,10250,living beings,https://api.arasaac.org/api/pictograms/10250
08971963-n,10251,Hungary,https://api.arasaac.org/api/pictograms/10251
08781940-n,10252,Norway,https://api.arasaac.org/api/pictograms/10252
03476596-n,10254,gutter,https://api.arasaac.org/api/pictograms/10254
04294291-n,10254,gutter,https://api.arasaac.org/api/pictograms/10254
02843474-n,10255,ring binder,https://api.arasaac.org/api/pictograms/10255
03491080-n,10256,handle,https://api.arasaac.org/api/pictograms/10256
04270367-n,10257,soup tureen,https://api.arasaac.org/api/pictograms/10257
04506357-n,10257,soup tureen,https://api.arasaac.org/api/pictograms/10257
08783723-n,10253,Sweden,https://api.arasaac.org/api/pictograms/10253
05764885-n,10258,physical education,https://api.arasaac.org/api/pictograms/10258
00891150-n,10258,physical education,https://api.arasaac.org/api/pictograms/10258
00886144-n,10258,physical education,https://api.arasaac.org/api/pictograms/10258
00730776-n,10259,spanish language,https://api.arasaac.org/api/pictograms/10259
05762896-n,10259,spanish language,https://api.arasaac.org/api/pictograms/10259
00891150-n,10259,spanish language,https://api.arasaac.org/api/pictograms/10259
00886144-n,10259,spanish language,https://api.arasaac.org/api/pictograms/10259
06009822-n,10260,maths class,https://api.arasaac.org/api/pictograms/10260
00891150-n,10260,maths class,https://api.arasaac.org/api/pictograms/10260
00886144-n,10260,maths class,https://api.arasaac.org/api/pictograms/10260
07534492-n,10261,fear,https://api.arasaac.org/api/pictograms/10261
02510652-n,10239,racoon,https://api.arasaac.org/api/pictograms/10239
14196966-n,10262,pharyngitis,https://api.arasaac.org/api/pictograms/10262
14347383-n,10263,toothache,https://api.arasaac.org/api/pictograms/10263
08007398-n,10243,flock,https://api.arasaac.org/api/pictograms/10243
08201135-n,10244,swarm,https://api.arasaac.org/api/pictograms/10244
08011383-n,10245,pack,https://api.arasaac.org/api/pictograms/10245
02058457-n,10240,emperor penguin,https://api.arasaac.org/api/pictograms/10240
02059382-n,10240,emperor penguin,https://api.arasaac.org/api/pictograms/10240
14369821-n,10264,gastritis,https://api.arasaac.org/api/pictograms/10264
14854534-n,10268,DNA,https://api.arasaac.org/api/pictograms/10268
03022625-n,10272,Chinese Wall,https://api.arasaac.org/api/pictograms/10272
06645018-n,10273,how are you?,https://api.arasaac.org/api/pictograms/10273
05290245-n,10267,tooth,https://api.arasaac.org/api/pictograms/10267
05014082-n,10274,What's his gender?,https://api.arasaac.org/api/pictograms/10274
07211342-n,10274,What's his gender?,https://api.arasaac.org/api/pictograms/10274
07334902-n,10275,birth date,https://api.arasaac.org/api/pictograms/10275
07211342-n,10275,birth date,https://api.arasaac.org/api/pictograms/10275
15185626-n,10275,birth date,https://api.arasaac.org/api/pictograms/10275
,10276,who,https://api.arasaac.org/api/pictograms/10276
03607053-n,10277,joist,https://api.arasaac.org/api/pictograms/10277
02819085-n,10277,joist,https://api.arasaac.org/api/pictograms/10277
13683925-n,10279,2 euros,https://api.arasaac.org/api/pictograms/10279
13409418-n,10279,2 euros,https://api.arasaac.org/api/pictograms/10279
13765409-n,10279,2 euros,https://api.arasaac.org/api/pictograms/10279
14375034-n,10265,otitis,https://api.arasaac.org/api/pictograms/10265
14313092-n,10266,burn,https://api.arasaac.org/api/pictograms/10266
04701438-n,10266,burn,https://api.arasaac.org/api/pictograms/10266
03655235-n,10280,lawnmower,https://api.arasaac.org/api/pictograms/10280
04424944-n,10284,theatre,https://api.arasaac.org/api/pictograms/10284
08600622-n,10285,northern hemisphere,https://api.arasaac.org/api/pictograms/10285
08629219-n,10285,northern hemisphere,https://api.arasaac.org/api/pictograms/10285
08600622-n,10286,southern hemisphere,https://api.arasaac.org/api/pictograms/10286
08670126-n,10286,southern hemisphere,https://api.arasaac.org/api/pictograms/10286
14659900-n,10287,copper,https://api.arasaac.org/api/pictograms/10287
14616790-n,10288,plastic,https://api.arasaac.org/api/pictograms/10288
03726538-n,10281,marbles,https://api.arasaac.org/api/pictograms/10281
08516085-n,10289,atmosphere,https://api.arasaac.org/api/pictograms/10289
02544973-a,10290,waxing,https://api.arasaac.org/api/pictograms/10290
15232098-n,10290,waxing,https://api.arasaac.org/api/pictograms/10290
00486092-n,10282,hopscotch,https://api.arasaac.org/api/pictograms/10282
05341325-n,10269,artery,https://api.arasaac.org/api/pictograms/10269
05426061-n,10270,veins,https://api.arasaac.org/api/pictograms/10270
03271817-n,10271,Eiffel Tower,https://api.arasaac.org/api/pictograms/10271
08952341-n,10271,Eiffel Tower,https://api.arasaac.org/api/pictograms/10271
15232668-n,10292,lunar phase,https://api.arasaac.org/api/pictograms/10292
09416900-n,10293,Jupiter,https://api.arasaac.org/api/pictograms/10293
09345360-n,10293,Jupiter,https://api.arasaac.org/api/pictograms/10293
15232352-n,10294,full moon,https://api.arasaac.org/api/pictograms/10294
09381255-n,10294,full moon,https://api.arasaac.org/api/pictograms/10294
15231739-n,10295,new moon,https://api.arasaac.org/api/pictograms/10295
09381255-n,10295,new moon,https://api.arasaac.org/api/pictograms/10295
04088393-n,10283,restaurant,https://api.arasaac.org/api/pictograms/10283
02545162-a,10291,waning,https://api.arasaac.org/api/pictograms/10291
15232226-n,10291,waning,https://api.arasaac.org/api/pictograms/10291
09418792-n,10299,Pluto,https://api.arasaac.org/api/pictograms/10299
09231590-n,10299,Pluto,https://api.arasaac.org/api/pictograms/10299
09416900-n,10300,Saturn,https://api.arasaac.org/api/pictograms/10300
09447520-n,10300,Saturn,https://api.arasaac.org/api/pictograms/10300
09416900-n,10302,Uranus,https://api.arasaac.org/api/pictograms/10302
09490547-n,10302,Uranus,https://api.arasaac.org/api/pictograms/10302
09416900-n,10297,Mercury,https://api.arasaac.org/api/pictograms/10297
09374305-n,10297,Mercury,https://api.arasaac.org/api/pictograms/10297
09047342-n,10305,Mount Teide,https://api.arasaac.org/api/pictograms/10305
04523286-n,10307,urinal,https://api.arasaac.org/api/pictograms/10307
09416900-n,10303,Venus,https://api.arasaac.org/api/pictograms/10303
09493892-n,10303,Venus,https://api.arasaac.org/api/pictograms/10303
08664477-n,10304,countryside,https://api.arasaac.org/api/pictograms/10304
08662608-n,10304,countryside,https://api.arasaac.org/api/pictograms/10304
09416900-n,10296,Mars,https://api.arasaac.org/api/pictograms/10296
09370342-n,10296,Mars,https://api.arasaac.org/api/pictograms/10296
03892459-n,10309,paperclip,https://api.arasaac.org/api/pictograms/10309
03047943-n,10309,paperclip,https://api.arasaac.org/api/pictograms/10309
09416900-n,10298,Neptune,https://api.arasaac.org/api/pictograms/10298
09391596-n,10298,Neptune,https://api.arasaac.org/api/pictograms/10298
03393029-n,10313,pen,https://api.arasaac.org/api/pictograms/10313
03913116-n,10313,pen,https://api.arasaac.org/api/pictograms/10313
03043932-n,10314,bucket and mop,https://api.arasaac.org/api/pictograms/10314
14820918-n,10312,pencil and paper,https://api.arasaac.org/api/pictograms/10312
06266190-n,10312,pencil and paper,https://api.arasaac.org/api/pictograms/10312
03078859-n,10308,comb and scissors,https://api.arasaac.org/api/pictograms/10308
04155119-n,10308,comb and scissors,https://api.arasaac.org/api/pictograms/10308
06520807-n,10310,file,https://api.arasaac.org/api/pictograms/10310
14672278-n,10317,oxygen,https://api.arasaac.org/api/pictograms/10317
03160945-n,10317,oxygen,https://api.arasaac.org/api/pictograms/10317
02890320-n,10316,brackets,https://api.arasaac.org/api/pictograms/10316
03342085-n,10311,filing cabinet,https://api.arasaac.org/api/pictograms/10311
04380981-n,10319,katana,https://api.arasaac.org/api/pictograms/10319
02990947-n,10319,katana,https://api.arasaac.org/api/pictograms/10319
06366181-n,10320,barcode,https://api.arasaac.org/api/pictograms/10320
04293713-n,10321,spotlight,https://api.arasaac.org/api/pictograms/10321
00289948-a,10322,broken glasses,https://api.arasaac.org/api/pictograms/10322
03043932-n,10315,broom and dustpan,https://api.arasaac.org/api/pictograms/10315
02673313-n,10326,gas pedal,https://api.arasaac.org/api/pictograms/10326
03059144-n,10327,clutch,https://api.arasaac.org/api/pictograms/10327
03509141-n,10328,headlights,https://api.arasaac.org/api/pictograms/10328
02894045-n,10329,brake,https://api.arasaac.org/api/pictograms/10329
03488720-n,10330,handbrake,https://api.arasaac.org/api/pictograms/10330
04598049-n,10331,windshield wipers,https://api.arasaac.org/api/pictograms/10331
03174056-n,10318,ornament,https://api.arasaac.org/api/pictograms/10318
03701391-n,10332,boot,https://api.arasaac.org/api/pictograms/10332
03292644-n,10334,engine,https://api.arasaac.org/api/pictograms/10334
04597856-n,10335,windshield,https://api.arasaac.org/api/pictograms/10335
04067059-n,10336,rear-view mirror,https://api.arasaac.org/api/pictograms/10336
02969235-n,10336,rear-view mirror,https://api.arasaac.org/api/pictograms/10336
02969235-n,10337,wing mirror,https://api.arasaac.org/api/pictograms/10337
03867362-n,10337,wing mirror,https://api.arasaac.org/api/pictograms/10337
03778568-n,10337,wing mirror,https://api.arasaac.org/api/pictograms/10337
04307101-n,10324,rubber stamp,https://api.arasaac.org/api/pictograms/10324
04166119-n,10324,rubber stamp,https://api.arasaac.org/api/pictograms/10324
03493970-n,10324,rubber stamp,https://api.arasaac.org/api/pictograms/10324
09664887-n,10339,indigenous person of the Americas,https://api.arasaac.org/api/pictograms/10339
01040065-s,10339,indigenous person of the Americas,https://api.arasaac.org/api/pictograms/10339
03666506-n,10333,registration number,https://api.arasaac.org/api/pictograms/10333
03308455-n,10338,exhaust pipe,https://api.arasaac.org/api/pictograms/10338
10161252-n,10342,granddaughter,https://api.arasaac.org/api/pictograms/10342
10161110-n,10342,granddaughter,https://api.arasaac.org/api/pictograms/10342
10161110-n,10343,grandchild,https://api.arasaac.org/api/pictograms/10343
10162819-n,10343,grandchild,https://api.arasaac.org/api/pictograms/10343
03296730-n,10325,envelope,https://api.arasaac.org/api/pictograms/10325
09645472-n,10344,heterosexual,https://api.arasaac.org/api/pictograms/10344
08005299-n,10344,heterosexual,https://api.arasaac.org/api/pictograms/10344
01204643-a,10344,heterosexual,https://api.arasaac.org/api/pictograms/10344
08015733-n,10345,sex,https://api.arasaac.org/api/pictograms/10345
05014082-n,10345,sex,https://api.arasaac.org/api/pictograms/10345
03042670-n,10346,psychomotricity room,https://api.arasaac.org/api/pictograms/10346
02925183-a,10346,psychomotricity room,https://api.arasaac.org/api/pictograms/10346
10643436-n,10341,son,https://api.arasaac.org/api/pictograms/10341
09932913-n,10347,cheerleader,https://api.arasaac.org/api/pictograms/10347
03105141-n,10351,transport,https://api.arasaac.org/api/pictograms/10351
04531608-n,10351,transport,https://api.arasaac.org/api/pictograms/10351
03938123-n,10352,picture hat,https://api.arasaac.org/api/pictograms/10352
10246083-n,10350,juggler,https://api.arasaac.org/api/pictograms/10350
02850247-n,10353,pirate flag,https://api.arasaac.org/api/pictograms/10353
09749725-n,10354,viking helmet,https://api.arasaac.org/api/pictograms/10354
03518520-n,10354,viking helmet,https://api.arasaac.org/api/pictograms/10354
03518281-n,10354,viking helmet,https://api.arasaac.org/api/pictograms/10354
03457211-n,10323,record player,https://api.arasaac.org/api/pictograms/10323
03389198-n,10355,forklift truck,https://api.arasaac.org/api/pictograms/10355
10802821-n,10349,window cleaner,https://api.arasaac.org/api/pictograms/10349
09983053-n,10348,chef,https://api.arasaac.org/api/pictograms/10348
01963100-n,10358,oyster,https://api.arasaac.org/api/pictograms/10358
07638317-n,10357,pain au chocolat,https://api.arasaac.org/api/pictograms/10357
08630777-n,10360,man,https://api.arasaac.org/api/pictograms/10360
10306910-n,10360,man,https://api.arasaac.org/api/pictograms/10360
08630777-n,10361,woman,https://api.arasaac.org/api/pictograms/10361
10807146-n,10361,woman,https://api.arasaac.org/api/pictograms/10361
08630777-n,10362,girl,https://api.arasaac.org/api/pictograms/10362
10104064-n,10362,girl,https://api.arasaac.org/api/pictograms/10362
10149362-n,10362,girl,https://api.arasaac.org/api/pictograms/10362
10305010-n,10363,boy,https://api.arasaac.org/api/pictograms/10363
08630777-n,10363,boy,https://api.arasaac.org/api/pictograms/10363
07211342-n,10364,Have you heard that?,https://api.arasaac.org/api/pictograms/10364
02174146-v,10364,Have you heard that?,https://api.arasaac.org/api/pictograms/10364
09621544-n,10359,Don Quixote,https://api.arasaac.org/api/pictograms/10359
07208256-n,10366,what is that?,https://api.arasaac.org/api/pictograms/10366
02622439-v,10366,what is that?,https://api.arasaac.org/api/pictograms/10366
07208256-n,10368,which game do you want?,https://api.arasaac.org/api/pictograms/10368
00431591-n,10368,which game do you want?,https://api.arasaac.org/api/pictograms/10368
07208256-n,10369,what program do you want to watch?,https://api.arasaac.org/api/pictograms/10369
06633086-n,10369,what program do you want to watch?,https://api.arasaac.org/api/pictograms/10369
07208256-n,10367,what have you done?,https://api.arasaac.org/api/pictograms/10367
01649143-v,10367,what have you done?,https://api.arasaac.org/api/pictograms/10367
00625978-n,10370,physical education,https://api.arasaac.org/api/pictograms/10370
00434742-n,10370,physical education,https://api.arasaac.org/api/pictograms/10370
00625978-n,10371,physical education,https://api.arasaac.org/api/pictograms/10371
02860617-a,10371,physical education,https://api.arasaac.org/api/pictograms/10371
00434742-n,10371,physical education,https://api.arasaac.org/api/pictograms/10371
10362098-n,10365,dumb,https://api.arasaac.org/api/pictograms/10365
00625978-n,10372,physical education,https://api.arasaac.org/api/pictograms/10372
02860617-a,10372,physical education,https://api.arasaac.org/api/pictograms/10372
00434742-n,10372,physical education,https://api.arasaac.org/api/pictograms/10372
00625978-n,10375,physical education,https://api.arasaac.org/api/pictograms/10375
02860617-a,10375,physical education,https://api.arasaac.org/api/pictograms/10375
00434742-n,10375,physical education,https://api.arasaac.org/api/pictograms/10375
07638317-n,10356,heart-shaped puff pastry,https://api.arasaac.org/api/pictograms/10356
00625978-n,10374,physical education,https://api.arasaac.org/api/pictograms/10374
02860617-a,10374,physical education,https://api.arasaac.org/api/pictograms/10374
00434742-n,10374,physical education,https://api.arasaac.org/api/pictograms/10374
00625978-n,10378,physical education,https://api.arasaac.org/api/pictograms/10378
02860617-a,10378,physical education,https://api.arasaac.org/api/pictograms/10378
00434742-n,10378,physical education,https://api.arasaac.org/api/pictograms/10378
00625978-n,10377,physical education,https://api.arasaac.org/api/pictograms/10377
02860617-a,10377,physical education,https://api.arasaac.org/api/pictograms/10377
00434742-n,10377,physical education,https://api.arasaac.org/api/pictograms/10377
00625978-n,10379,physical education,https://api.arasaac.org/api/pictograms/10379
02860617-a,10379,physical education,https://api.arasaac.org/api/pictograms/10379
00434742-n,10379,physical education,https://api.arasaac.org/api/pictograms/10379
00625978-n,10373,physical education,https://api.arasaac.org/api/pictograms/10373
02860617-a,10373,physical education,https://api.arasaac.org/api/pictograms/10373
00434742-n,10373,physical education,https://api.arasaac.org/api/pictograms/10373
00625978-n,10382,physical education,https://api.arasaac.org/api/pictograms/10382
02860617-a,10382,physical education,https://api.arasaac.org/api/pictograms/10382
00434742-n,10382,physical education,https://api.arasaac.org/api/pictograms/10382
00625978-n,10383,physical education,https://api.arasaac.org/api/pictograms/10383
02860617-a,10383,physical education,https://api.arasaac.org/api/pictograms/10383
00434742-n,10383,physical education,https://api.arasaac.org/api/pictograms/10383
00625978-n,10381,physical education,https://api.arasaac.org/api/pictograms/10381
02860617-a,10381,physical education,https://api.arasaac.org/api/pictograms/10381
00434742-n,10381,physical education,https://api.arasaac.org/api/pictograms/10381
00625978-n,10376,physical education,https://api.arasaac.org/api/pictograms/10376
02860617-a,10376,physical education,https://api.arasaac.org/api/pictograms/10376
00434742-n,10376,physical education,https://api.arasaac.org/api/pictograms/10376
00625978-n,10384,physical education,https://api.arasaac.org/api/pictograms/10384
02860617-a,10384,physical education,https://api.arasaac.org/api/pictograms/10384
00434742-n,10384,physical education,https://api.arasaac.org/api/pictograms/10384
00625978-n,10386,physical education,https://api.arasaac.org/api/pictograms/10386
02860617-a,10386,physical education,https://api.arasaac.org/api/pictograms/10386
00434742-n,10386,physical education,https://api.arasaac.org/api/pictograms/10386
09045691-n,10476,Spain,https://api.arasaac.org/api/pictograms/10476
00625978-n,10387,physical education,https://api.arasaac.org/api/pictograms/10387
02860617-a,10387,physical education,https://api.arasaac.org/api/pictograms/10387
00434742-n,10387,physical education,https://api.arasaac.org/api/pictograms/10387
07211342-n,10724,are there any clouds?,https://api.arasaac.org/api/pictograms/10724
00463344-a,10724,are there any clouds?,https://api.arasaac.org/api/pictograms/10724
07211342-n,10723,is it snowing?,https://api.arasaac.org/api/pictograms/10723
11528800-n,10723,is it snowing?,https://api.arasaac.org/api/pictograms/10723
02764935-v,10723,is it snowing?,https://api.arasaac.org/api/pictograms/10723
07211342-n,10725,is it sunny?,https://api.arasaac.org/api/pictograms/10725
11505767-n,10725,is it sunny?,https://api.arasaac.org/api/pictograms/10725
00462768-a,10725,is it sunny?,https://api.arasaac.org/api/pictograms/10725
07211342-n,10726,is it windy?,https://api.arasaac.org/api/pictograms/10726
00306024-s,10726,is it windy?,https://api.arasaac.org/api/pictograms/10726
11546388-n,10726,is it windy?,https://api.arasaac.org/api/pictograms/10726
02775199-v,10726,is it windy?,https://api.arasaac.org/api/pictograms/10726
02762516-v,10732,it's raining!,https://api.arasaac.org/api/pictograms/10732
00625978-n,10380,physical education,https://api.arasaac.org/api/pictograms/10380
02860617-a,10380,physical education,https://api.arasaac.org/api/pictograms/10380
00434742-n,10380,physical education,https://api.arasaac.org/api/pictograms/10380
02764935-v,10733,it's snowing!,https://api.arasaac.org/api/pictograms/10733
07211342-n,10722,is it raining?,https://api.arasaac.org/api/pictograms/10722
15033174-n,10722,is it raining?,https://api.arasaac.org/api/pictograms/10722
02762516-v,10722,is it raining?,https://api.arasaac.org/api/pictograms/10722
00463344-a,10734,it's cloudy!,https://api.arasaac.org/api/pictograms/10734
08663881-n,10742,darkness,https://api.arasaac.org/api/pictograms/10742
14007000-n,10742,darkness,https://api.arasaac.org/api/pictograms/10742
02775199-v,10736,it's windy!,https://api.arasaac.org/api/pictograms/10736
02104910-v,10736,it's windy!,https://api.arasaac.org/api/pictograms/10736
07211342-n,10744,are you happy?,https://api.arasaac.org/api/pictograms/10744
01151786-a,10744,are you happy?,https://api.arasaac.org/api/pictograms/10744
07211342-n,10746,are you scared?,https://api.arasaac.org/api/pictograms/10746
00080219-s,10746,are you scared?,https://api.arasaac.org/api/pictograms/10746
00625978-n,10385,physical education,https://api.arasaac.org/api/pictograms/10385
02860617-a,10385,physical education,https://api.arasaac.org/api/pictograms/10385
00434742-n,10385,physical education,https://api.arasaac.org/api/pictograms/10385
07211342-n,10748,are you angry?,https://api.arasaac.org/api/pictograms/10748
00114629-a,10748,are you angry?,https://api.arasaac.org/api/pictograms/10748
07211342-n,10750,are you sad?,https://api.arasaac.org/api/pictograms/10750
01364779-a,10750,are you sad?,https://api.arasaac.org/api/pictograms/10750
03625099-n,10752,kitchen,https://api.arasaac.org/api/pictograms/10752
03625099-n,10753,kitchen,https://api.arasaac.org/api/pictograms/10753
00365018-s,10735,it's sunny!,https://api.arasaac.org/api/pictograms/10735
02769698-v,10735,it's sunny!,https://api.arasaac.org/api/pictograms/10735
10269647-n,11160,defense lawyer,https://api.arasaac.org/api/pictograms/11160
09795104-n,11160,defense lawyer,https://api.arasaac.org/api/pictograms/11160
07977630-n,11008,wool ball,https://api.arasaac.org/api/pictograms/11008
04433923-n,11008,wool ball,https://api.arasaac.org/api/pictograms/11008
01348685-v,11161,open the lock,https://api.arasaac.org/api/pictograms/11161
00220389-v,11161,open the lock,https://api.arasaac.org/api/pictograms/11161
01351387-v,11161,open the lock,https://api.arasaac.org/api/pictograms/11161
01348685-v,11162,open the window,https://api.arasaac.org/api/pictograms/11162
00918880-v,11163,guess,https://api.arasaac.org/api/pictograms/11163
00919743-v,11163,guess,https://api.arasaac.org/api/pictograms/11163
00919743-v,11163,guess,https://api.arasaac.org/api/pictograms/11163
01471012-a,11164,lucky,https://api.arasaac.org/api/pictograms/11164
11438252-n,11164,lucky,https://api.arasaac.org/api/pictograms/11164
11438574-n,11164,lucky,https://api.arasaac.org/api/pictograms/11164
06306016-n,11100,plural,https://api.arasaac.org/api/pictograms/11100
06306016-n,11098,plural,https://api.arasaac.org/api/pictograms/11098
00077703-v,11167,choke,https://api.arasaac.org/api/pictograms/11167
04600068-n,11169,wing,https://api.arasaac.org/api/pictograms/11169
00077703-v,11168,choke,https://api.arasaac.org/api/pictograms/11168
10099179-n,11165,farmer,https://api.arasaac.org/api/pictograms/11165
10098586-n,11165,farmer,https://api.arasaac.org/api/pictograms/11165
09990803-n,11165,farmer,https://api.arasaac.org/api/pictograms/11165
10430741-n,11165,farmer,https://api.arasaac.org/api/pictograms/11165
08536123-n,10306,rivers in Spain,https://api.arasaac.org/api/pictograms/10306
09434308-n,10306,rivers in Spain,https://api.arasaac.org/api/pictograms/10306
10323685-n,11172,mayoress,https://api.arasaac.org/api/pictograms/11172
10323481-n,11172,mayoress,https://api.arasaac.org/api/pictograms/11172
09979006-n,11171,building worker,https://api.arasaac.org/api/pictograms/11171
10317198-n,11171,building worker,https://api.arasaac.org/api/pictograms/11171
09893984-n,11171,building worker,https://api.arasaac.org/api/pictograms/11171
10480372-n,11173,potter,https://api.arasaac.org/api/pictograms/11173
01180862-v,11176,feed,https://api.arasaac.org/api/pictograms/11176
03145662-a,11177,Altamira,https://api.arasaac.org/api/pictograms/11177
03239009-n,11177,Altamira,https://api.arasaac.org/api/pictograms/11177
00007414-r,11175,some,https://api.arasaac.org/api/pictograms/11175
02276025-s,11175,some,https://api.arasaac.org/api/pictograms/11175
03311982-n,11170,extension cord,https://api.arasaac.org/api/pictograms/11170
03821676-n,11166,needle,https://api.arasaac.org/api/pictograms/11166
03560744-n,11166,needle,https://api.arasaac.org/api/pictograms/11166
09869006-n,11178,love,https://api.arasaac.org/api/pictograms/11178
09890770-n,11178,love,https://api.arasaac.org/api/pictograms/11178
09869006-n,11179,love,https://api.arasaac.org/api/pictograms/11179
10150206-n,11179,love,https://api.arasaac.org/api/pictograms/11179
01596858-v,11180,squash,https://api.arasaac.org/api/pictograms/11180
